data/ar-tracking/train/frame-0001.png;37.9289;62.0711;62.0711;62.0711;62.0711;37.9289;37.9289;37.9289
data/ar-tracking/train/frame-0002.png;38.035;62.1766;62.1968;61.9848;61.9646;37.8238;37.8457;38.057
data/ar-tracking/train/frame-0003.png;44.4557;67.4459;67.4996;67.0935;67.0393;44.0517;44.0745;44.4779
data/ar-tracking/train/frame-0004.png;44.5599;67.5473;67.6252;67.0124;66.9334;43.952;43.9889;44.5956
data/ar-tracking/train/frame-0005.png;50.3962;72.3347;72.4592;71.6749;71.5465;49.6178;49.6329;50.4073
data/ar-tracking/train/frame-0006.png;50.4993;72.4325;72.5836;71.5976;71.4408;49.5229;49.5463;50.5168
data/ar-tracking/train/frame-0007.png;55.8284;76.8014;77.0066;75.8689;75.6517;54.699;54.6859;55.8031
data/ar-tracking/train/frame-0008.png;55.9309;76.8963;77.1292;75.7944;75.5459;54.6081;54.5991;55.9059
data/ar-tracking/train/frame-0009.png;60.8171;80.8996;81.19;79.7207;79.4045;59.3551;59.3005;60.736
data/ar-tracking/train/frame-0010.png;60.9194;80.9918;81.31;79.6482;79.2983;59.2678;59.2144;60.8335
data/ar-tracking/train/frame-0011.png;66.0506;81.0748;86.4866;79.5517;84.2245;59.1874;64.1006;60.9274
data/ar-tracking/train/frame-0012.png;66.1477;76.121;86.5664;74.3587;84.1256;54.0847;64.0226;56.0568
data/ar-tracking/train/frame-0013.png;71.2821;76.2017;91.7411;74.2608;89.0486;54.0067;68.9106;56.152
data/ar-tracking/train/frame-0014.png;66.344;71.2445;86.7233;69.0665;83.9258;48.9074;63.8692;51.2826
data/ar-tracking/train/frame-0015.png;66.4432;71.3231;86.8005;68.9673;83.8249;48.8316;63.7937;51.379
data/ar-tracking/train/frame-0016.png;61.5048;66.3625;81.7811;63.7718;78.7024;43.7357;58.7538;46.5108
data/ar-tracking/train/frame-0017.png;61.6048;66.4388;81.8565;63.6714;78.6009;43.6623;58.68;46.6084
data/ar-tracking/train/frame-0018.png;56.666;61.4748;76.8356;58.4748;73.4789;38.5699;53.6415;41.7412
data/ar-tracking/train/frame-0019.png;56.7668;61.5488;76.9093;58.3731;73.3766;38.4987;53.5693;41.8401
data/ar-tracking/train/frame-0020.png;51.8276;61.6219;71.8868;58.2707;68.2551;38.4285;48.5323;41.9395
data/ar-tracking/train/frame-0021.png;51.8503;61.2182;71.0575;57.8454;67.4418;38.8128;48.5217;42.3373
data/ar-tracking/train/frame-0022.png;51.9467;61.2786;71.1139;57.7539;67.3566;38.7366;48.4539;42.418
data/ar-tracking/train/frame-0023.png;51.9649;60.9013;70.347;57.3638;66.6067;39.0977;48.4483;42.7856
data/ar-tracking/train/frame-0024.png;52.1407;61.3943;71.2248;57.5682;67.1847;38.5879;48.3207;42.5835
data/ar-tracking/train/frame-0025.png;52.2383;61.4496;71.2792;57.4738;67.098;38.5155;48.2553;42.6682
data/ar-tracking/train/frame-0026.png;52.4335;61.9813;72.2304;57.689;67.7211;37.962;48.116;42.455
data/ar-tracking/train/frame-0027.png;52.5359;62.0348;72.2853;57.5887;67.6302;37.8891;48.0496;42.5457
data/ar-tracking/train/frame-0028.png;52.753;62.6097;73.3194;57.8159;68.3044;37.2858;47.8971;42.3203
data/ar-tracking/train/frame-0029.png;52.8605;62.6612;73.3748;57.7092;68.2089;37.2123;47.8296;42.4173
data/ar-tracking/train/frame-0030.png;53.1025;63.285;74.5032;57.95;68.9413;36.5523;47.6622;42.1781
data/ar-tracking/train/frame-0031.png;58.4483;63.2338;79.9813;58.0627;74.5564;36.628;53.1716;42.0756
data/ar-tracking/train/frame-0032.png;58.7362;63.8053;81.3659;58.5675;75.8298;36.0694;53.3921;41.5958
data/ar-tracking/train/frame-0033.png;64.3518;63.7478;87.1165;58.6839;81.6957;36.1527;59.1539;41.4915
data/ar-tracking/train/frame-0034.png;64.9557;64.3707;88.937;59.2444;83.3809;35.5475;59.6791;40.963
data/ar-tracking/train/frame-0035.png;70.8691;64.3066;94.9899;59.365;89.5217;35.639;65.7164;40.8569
data/ar-tracking/train/frame-0036.png;70.7643;64.2401;94.9375;59.4844;89.6094;35.7321;65.7866;40.7525
data/ar-tracking/train/frame-0037.png;71.6385;64.8435;97.2263;60.2392;91.8755;35.1828;66.7552;40.0585
data/ar-tracking/train/frame-0038.png;72.7285;65.5893;99.8358;60.9471;94.2915;34.4706;67.7507;39.4054
data/ar-tracking/train/frame-0039.png;65.8899;65.5072;92.9564;61.0758;87.696;34.5825;61.2373;39.298
data/ar-tracking/train/frame-0040.png;65.7357;65.3942;92.8246;61.2218;87.8772;34.6562;61.3407;39.1401
data/ar-tracking/train/frame-0041.png;65.583;65.279;92.6909;61.3657;88.0574;34.7329;61.4456;38.9834
data/ar-tracking/train/frame-0042.png;65.4317;65.1618;92.5553;61.5074;88.2367;34.8127;61.5521;38.8279
data/ar-tracking/train/frame-0043.png;65.2818;65.0424;92.4179;61.6468;88.415;34.8955;61.6602;38.6735
data/ar-tracking/train/frame-0044.png;65.1334;64.921;92.2786;61.7839;88.5923;34.9812;61.7698;38.5205
data/ar-tracking/train/frame-0045.png;64.9865;64.7977;92.1376;61.9187;88.7686;35.07;61.8809;38.3687
data/ar-tracking/train/frame-0046.png;64.841;64.6723;91.9947;62.0511;88.9438;35.1616;61.9937;38.2183
data/ar-tracking/train/frame-0047.png;64.6971;64.5451;91.8502;62.1811;89.1178;35.2562;62.1079;38.0693
data/ar-tracking/train/frame-0048.png;64.5545;64.416;91.7039;62.3085;89.2907;35.3537;62.2237;37.9218
data/ar-tracking/train/frame-0049.png;64.4135;64.285;91.556;62.4335;89.4624;35.4541;62.3411;37.7757
data/ar-tracking/train/frame-0050.png;64.5442;64.4056;91.6323;62.2931;89.3054;35.3592;62.2378;37.8903
data/ar-tracking/train/frame-0051.png;58.0185;64.5251;84.9555;62.1517;82.3929;35.2654;55.4739;38.0059
data/ar-tracking/train/frame-0052.png;58.1471;64.6434;85.0327;62.0095;82.2402;35.1727;55.3682;38.1225
data/ar-tracking/train/frame-0053.png;51.6072;64.7605;78.3705;61.8665;75.3442;35.081;48.5884;38.2401
data/ar-tracking/train/frame-0054.png;51.7339;64.8764;78.449;61.7226;75.1953;34.9904;48.4798;38.3586
data/ar-tracking/train/frame-0055.png;45.1805;64.9912;71.8021;61.578;68.3149;34.9008;41.6833;38.4781
data/ar-tracking/train/frame-0056.png;45.3056;65.1046;71.8821;61.4326;68.1694;34.8122;41.5716;38.5985
data/ar-tracking/train/frame-0057.png;38.7395;65.2168;65.2512;61.2865;61.3038;34.7247;34.7575;38.72
data/ar-tracking/train/frame-0058.png;38.8633;65.3277;65.333;61.1396;61.1614;34.6382;34.6423;38.8424
data/ar-tracking/train/frame-0059.png;38.9893;65.4373;65.412;60.9921;61.0178;34.5528;34.529;38.9658
data/ar-tracking/train/frame-0060.png;32.3186;65.4053;58.722;60.9955;54.3182;34.5258;27.8165;38.9694
